Index,smiles,logt,Unnamed: 3
TR476,CCC/N=C1\S/C(=C\c2ccc(C(=O)OCC3COC(=O)O3)cc2)C(=O)N1c1ccccc1O,0.582971551468857,
TE7,CCCCCCOC(=O)c1cccc(c1)-c1cc(ccc1CN)C(=O)Nc1ccncc1,0.5662298371876421,
TR59,COC(=O)\C=C\[C@H](CC(C)C)NC(=O)CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)C(=O)NC(=O)[C@H](C)N)C(N)=O,0.5983216254744743,
TR475,CCC/N=C1\S/C(=C\c2ccc(C(=O)OCCN3CCOCC3)cc2)C(=O)N1c1ccccc1O,0.6740746235636982,
TE57,CCOC(=O)CN(COC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)c3c(C)onc3c4c(Cl)cccc4Cl)C2=O)C(=O)c5ccccc5,0.4315652743390024,
TR253,N[C@@H](CC(=O)O)C(=O)O[C@H]1C[C@@H](O[C@@H]1CO)N2C=C(F)C(=O)NC2=O,0.5725533092295134,
TR22,COC(=O)c1cccc(c1)-c1cc(ccc1CN)C(=O)Nc1ccncc1,0.6166472687666247,
TR314,CC1(CC(=O)OCC2=CC=CC=C2)CCOC(=O)O1,0.3535828945384631,
TR460,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)ONC(=O)CCCCCCC(=O)Nc4ccccc4)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0.5232222452737235,
TR161,CCCNCc1cccc(c1)C(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,0.5431243638548076,
TR277,CCCCCCCCCCCCOC(=O)[C@H](Cc1ccccc1)NC(=O)CN,0.6341289077828537,
TR192,CCOC(=O)c1ccc(cc1)N=NN(C)C(=O)OCOC(=O)c2ccccc2OC(=O)C,0.2368675625055316,
TR414,CCCOC(=O)Cc1cc(CN2CCCC2)c(O)c(CN3CCCC3)c1,0.4825214361844813,
TR492,CC(C)OC(=O)C1(NP(=O)(OC[C@H]2O[C@@H](c3cnc4c(N)ncnn34)[C@](C)(F)[C@@H]2O)Oc2ccccc2)CCC1,0.765628629846202,
TR309,CSCOC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.8878367125425353,
TR131,CNC1CCCc2onc(OCOC(=O)C(C)(C)C)c12,0.4648645791603278,
TR100,CN(CCOC(=O)c1ccccc1OC(C)=O)CCO[N+]([O-])=O,0.1355023044782173,
TR373,CC(C)NCC(O)COC(=O)c1ccccc1,0.3069921100845349,
TR88,CCOC(=O)CCC(NC(=O)C1CCn2c1ccc2C(=O)c1ccccc1)C(=O)OCC,0.5143516994229881,
TR459,O=C(CCCCC1CCSS1)OC1CCN(Cc2ccccc2)CC1,0.5105241169235766,
TR215,CCOC(=O)CN(COC(=O)c1ccccc1)C(=O)c2ccccc2,0.4460776069089019,
TR122,C[C@H]1[C@@H]2[C@H](CCN2C(=O)OCc2ccccc2)N(C(=O)C(C)(C)C)C1=O,0.6917314805878516,
TR21,NCc1ccc(cc1-c1cccc(c1)C(=O)OCCO)C(=O)Nc1ccncc1F,0.6068464117934269,
TR72,COc1ccc(cc1)C(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)c1ccccc1OC(C)=O,0.2448919471943151,
TR107,CCOC(=O)\C=C\[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C1=CCCN(C1)C(=O)OC(C)(C)C,0.6820990082524816,
TR271,CCCCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0.6211506050552291,
TR436,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=C2)CCCCC(=O)OC)O)O,0.4768751433841652,
TR103,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C([C@@H](OC(=O)CCC(O)=O)C1=O)C2(C)C,0.8112441569373912,
